date,gold_price,gold_price_mom,gold_price_yoy,gold_volatility_1m,gold_volatility_3m,gold_price_30d_avg,gold_price_90d_avg,gold_price_180d_avg,gold_trend
1978-02-28,1852.847,8.500642524720071,115.25530103526584,1170.9417626618697,736.0129362365814,3748.044453,3891.207716555556,5690.581896166667,4485.569818166668
1978-03-31,2010.3509,8.500642524720071,115.25530103526584,1170.9417626618697,736.0129362365814,3748.044453,3891.207716555556,5690.581896166667,4485.569818166668
1978-04-28,1974.92257,-1.762295826066984,115.25530103526584,1170.9417626618697,736.0129362365814,3748.044453,3891.207716555556,5690.581896166667,4485.569818166668
1978-05-31,1960.93924,-0.7080444677889375,115.25530103526584,1170.9417626618697,736.0129362365814,3748.044453,3891.207716555556,5690.581896166667,4485.569818166668
1978-06-30,2119.44318,8.083062277850072,115.25530103526584,1170.9417626618697,736.0129362365814,3748.044453,3891.207716555556,5690.581896166667,4485.569818166668
1978-07-31,2248.88582,6.107389017147402,115.25530103526584,1170.9417626618697,736.0129362365814,3748.044453,3891.207716555556,5690.581896166667,4485.569818166668
1978-08-31,2309.70434,2.704384520508918,115.25530103526584,1170.9417626618697,736.0129362365814,3748.044453,3891.207716555556,5690.581896166667,4485.569818166668
1978-09-29,2409.83174,4.335074332500932,115.25530103526584,1170.9417626618697,736.0129362365814,3748.044453,3891.207716555556,5690.581896166667,4485.569818166668
1978-10-31,2865.02845,14.805471749388134,115.25530103526584,1170.9417626618697,736.0129362365814,3748.044453,3891.207716555556,5690.581896166667,4485.569818166668
1978-11-30,3203.9702,11.830310096920682,115.25530103526584,1170.9417626618697,736.0129362365814,3748.044453,3891.207716555556,5690.581896166667,4485.569818166668
1978-12-29,3183.4513,-0.6404210625928997,115.25530103526584,1170.9417626618697,736.0129362365814,3748.044453,3891.207716555556,5690.581896166667,4485.569818166668
1979-01-31,3731.765640000001,14.805471749388134,115.25530103526584,1170.9417626618697,736.0129362365814,3748.044453,3891.207716555556,5690.581896166667,4485.569818166668
1979-02-28,5358.0189,14.805471749388134,115.25530103526584,1170.9417626618697,736.0129362365814,3748.044453,3891.207716555556,5690.581896166667,4485.569818166668
1979-03-30,5286.73887,-1.3303430116679893,115.25530103526584,1170.9417626618697,736.0129362365814,3748.044453,3891.207716555556,5690.581896166667,4485.569818166668
1979-04-30,4511.45048,-12.80608334309449,115.25530103526584,1170.9417626618697,736.0129362365814,3748.044453,3891.207716555556,5690.581896166667,4485.569818166668
1979-05-31,4164.44099,-7.691749949120585,112.36971064947429,1170.9417626618697,736.0129362365814,3748.044453,3891.207716555556,5690.581896166667,4485.569818166668
1979-06-29,4053.34477,-2.667734283347356,91.24573889260856,1170.9417626618697,736.0129362365814,3748.044453,3891.207716555556,5690.581896166667,4485.569818166668
1979-07-31,4711.120980000001,14.805471749388134,109.48689071284198,1170.9417626618697,736.0129362365814,3748.044453,3891.207716555556,5690.581896166667,4485.569818166668
1979-08-31,5012.4313,6.395724526692148,115.25530103526584,1170.9417626618697,736.0129362365814,3748.044453,3891.207716555556,5690.581896166667,4485.569818166668
1979-09-28,4867.042560000001,-2.900563245624921,101.966074195703,1170.9417626618697,736.0129362365814,3748.044453,3891.207716555556,5690.581896166667,4485.569818166668
1979-10-31,5211.1257000000005,7.069655458283064,81.88739801170213,1170.9417626618697,736.0129362365814,3748.044453,3891.207716555556,5690.581896166667,4485.569818166668
1979-11-30,5112.3022900000005,-1.8963927506104872,59.56148062800335,1170.9417626618697,736.0129362365814,3748.044453,3891.207716555556,5690.581896166667,4485.569818166668
1979-12-31,4833.66945,-5.450241871358519,51.83739264363805,1170.9417626618697,736.0129362365814,3748.044453,3891.207716555556,5690.581896166667,4485.569818166668
1980-01-31,4705.18234,-2.658169147251055,26.08461500277921,1170.9417626618697,736.0129362365814,3748.044453,3891.207716555556,5690.581896166667,4485.569818166668
1980-02-29,4429.95758,-5.849396263780083,-17.320978841638645,1170.9417626618697,736.0129362365814,3748.044453,3891.207716555556,5690.581896166667,4485.569818166668
1980-03-31,4110.23794,-7.217216739127341,-22.25381201776664,1170.9417626618697,736.0129362365814,3748.044453,3891.207716555556,5690.581896166667,4485.569818166668
1980-04-30,4093.062030000001,-0.4178811604274024,-9.273923139681672,1170.9417626618697,736.0129362365814,3748.044453,3891.207716555556,5690.581896166667,4485.569818166668
1980-05-30,4107.805380000001,0.3602034342978122,-1.3599810907633847,1170.9417626618697,736.0129362365814,3748.044453,3891.207716555556,5690.581896166667,4485.569818166668
